"id","name","dynasty","lifetime","pinyin"
"538194","廷桂","12",,"t"
"538195","江以鋐","12",,"j"
"538196","凌泰封","12",,"l"
"538197","魏嗣孙","8",,"w"
"538198","陶履中","12",,"t"
"538199","李乔木","8",,"l"
"538200","徐延寿","6",,"x"
"538202","钱宝廉","12",,"q"
"538203","李以龙","11",,"l"
"538204","吴景熙","11",,"w"
"538205","顾图河","12",,"g"
"538206","李学慎","12",,"l"
"538207","蒋祺","8",,"j"
"538208","陆轸","8",,"l"
"538209","安凤","6",,"a"
"538210","王尚学","11",,"w"
"538211","高其倬","12",,"g"
"538212","魏力仁","12",,"w"
"538213","蔡隽","8",,"c"
"538214","释元易","8",,"s"
"538215","吴京","11",,"w"
"538216","镜明","12",,"j"
"538217","王纬","6",,"w"
"538219","萧辟","8",,"x"
"538220","萧琛","4",,"x"
"538221","解秉智","12",,"j"
"538222","崔载华","6",,"c"
"538223","许椿颐","12",,"x"
"538225","蔡用之","8",,"c"
"538226","朱冲和","6",,"z"
"538227","顾邦英","12",,"g"
"538228","宋鸣璜","12",,"s"
"538229","李春波","12",,"l"
"538230","恩霖","12",,"e"
"538231","袁袠","11",,"y"
"538232","陈彦际","11",,"c"
"538233","吏部选人","6",,"l"
"538234","李庆孙","8",,"l"
"538235","李乾淑","11",,"l"
"538236","梁浚","12",,"l"
"538237","夏槐","12",,"x"
"538238","徐旭龄","12",,"x"
"538239","弘晓","12",,"h"
"538240","谢维申","11",,"x"
"538241","黄居俊","11",,"h"
"538242","褚禄","12",,"c"
"538243","独孤申叔","6",,"d"
"538244","释净如","8",,"s"
"538245","夏霖","12",,"x"
"538246","都颉","8",,"d"
"538247","荣汝楫","12",,"r"
"538248","潘驯","12",,"p"
"538249","戴泰","8",,"d"
"538250","孙梁","10",,"s"
"538251","晁端彦","8",,"c"
"538252","陈敬","12",,"c"
"538253","丁位","6",,"d"
"538254","徐彦孚","8",,"x"
"538255","江端本","8",,"j"
"538256","大欣","10",,"d"
"538257","李受","8",,"l"
"538258","陈圣彪","12",,"c"
"538259","孟称舜","11",,"m"
"538260","李经达","12",,"l"
"538261","谢廷柱","11",,"x"
"538262","孙璜","12",,"s"
"538263","蔡庸","11",,"c"
"538264","徐作","8",,"x"
"538265","陈于泰","11",,"c"
"538266","樊执敬","10",,"f"
"538267","龙大渊","8",,"l"
"538268","曹安","8",,"c"
"538269","王析","8",,"w"
"538270","刘元珍","11",,"l"
"538272","董剑锷","11",,"d"
"538273","安祯","12",,"a"
"538274","郭元釪","12",,"g"
"538275","包彬","12",,"b"
"538276","陈于王","11",,"c"
"538278","牛思凝","12",,"n"
"538279","廖应瑞","8",,"l"
"538280","魏汝贤","8",,"w"
"538281","卢渥","6",,"l"
"538282","王晞鸿","8",,"w"
"538283","曹重","12",,"c"
"538284","刘敬之","6",,"l"
"538285","秦霖","11",,"q"
"538286","许玉瑑","12",,"x"
"538287","康锡","9",,"k"
"538288","翁升","8",,"w"
"538290","卢钦明","11",,"l"
"538291","李承诰","12",,"l"
"538292","陈应辰","8",,"c"
"538293","王文诰","12",,"w"
"538294","陈孟阳","8",,"c"
"538295","梁建","11",,"l"
"538296","钱令芬","12",,"q"
"538297","林拱中","8",,"l"
"538298","林斗南","8",,"l"
"538299","冯仕琦","11",,"f"
"538300","郭长清","12",,"g"
"538301","王琚","6",,"w"
"538302","释善珍","8",,"s"
"538303","魏大中","11",,"w"
"538304","吴定璋","12",,"w"
"538305","吴锡彤","12",,"w"
"538306","唐赞衮","12",,"t"
"538307","阮学浩","12",,"r"
"538308","陈栩","8",,"c"
"538309","邵大震","6",,"s"
"538310","濮淙","12",,"p"
"538311","王德馨","12",,"w"
"538312","黎锦","11",,"l"
"538313","王懋明","11",,"w"
"538314","释普宁","8",,"s"
"538315","郑浣","6",,"z"
"538316","洪钺","8",,"h"
"538317","丘瑟如","12",,"q"
"538318","翁白","12",,"w"
"538319","樊甫","11",,"f"
"538320","翁格","12",,"w"
"538321","郑惟忠","6",,"z"
"538322","郭汝贤","8",,"g"
"538323","金正喜","12",,"j"
"538325","徐仪","5",,"x"
"538326","翁运标","12",,"w"
"538327","储龙光","12",,"c"
"538328","柴静仪","12",,"c"
"538329","梁素","12",,"l"
"538330","马毓林","12",,"m"
"538331","王景中","6",,"w"
"538332","包天笑","13",,"b"
"538333","戴司颜","6",,"d"
"538334","道衡","11",,"d"
"538335","魏浣初","11",,"w"
"538336","刘大辩","8",,"l"
"538337","马大同","8",,"m"
"538338","丁祖荫","12",,"d"
"538339","胡纫荪","12",,"h"
"538340","王德元","12",,"w"
"538341","刘几","8",,"l"
"538342","沈溎","12",,"s"
"538343","黄玉柱","12",,"h"
"538344","顾然","8",,"g"
"538345","聂宗卿","8",,"n"
"538348","纪应炎","8",,"j"
"538349","释楚文","8",,"s"
"538350","黄赵音","12",,"h"
"538351","吕止庵","10",,"l"
"538352","上官彦宗","8",,"s"
"538353","封抱一","6",,"f"
"538354","陶锐","12",,"t"
"538355","缪抡俊","12",,"m"
"538356","魏一鳌","12",,"w"
"538357","马之鹏","12",,"m"
"538358","梅曾亮","12",,"m"
"538359","高玥","12",,"g"
"538360","傅显","12",,"f"
"538361","涂逢震","12",,"t"
"538362","明泰","12",,"m"
"538363","元础","6",,"y"
"538364","陈复","11",,"c"
"538365","石待问","8",,"s"
"538366","吴敦仁","12",,"w"
"538367","陈厚耀","12",,"c"
"538368","孙芝茜","12",,"s"
"538369","沈祖仙","6",,"s"
"538370","王念孙","12",,"w"
"538371","傅于亮","11",,"f"
"538372","德元","12",,"d"
"538373","孙灏","12",,"s"
"538374","廖腾煃","12",,"l"
"538375","崔若砺","8",,"c"
"538376","释行瑛","8",,"s"
"538377","司马锡朋","12",,"s"
"538378","王安上","8",,"w"
"538379","黄琮","8",,"h"
"538382","商元柏","12",,"s"
"538383","史凤","6",,"s"
"538384","芮挺章","6",,"r"
"538386","王振尧","12",,"w"
"538387","王尽心","12",,"w"
"538388","聂崇义","8",,"n"
"538389","何执中","8",,"h"
"538390","顾枢","11",,"g"
"538391","庞季子","6",,"p"
"538392","施敬","11",,"s"
"538393","宋可菊","8",,"s"
"538394","金文徵","11",,"j"
"538395","吴瑰","8",,"w"
"538396","崔庸","6",,"c"
"538397","黄华","11",,"h"
"538399","孔宁子","4",,"k"
"538400","李唐卿","8",,"l"
"538401","老农","8",,"l"
"538403","冯祖辉","11",,"f"
"538404","王魏胜","12",,"w"
"538405","徐仁铸","12",,"x"
"538406","郭庆藩","12",,"g"
"538407","孟珙","8",,"m"
"538408","龚原","8",,"g"
"538409","缪思勃","12",,"m"
"538410","罗珊","8",,"l"
"538411","顾湂","12",,"g"
"538412","李长霞","12",,"l"
"538413","裴守真","6",,"p"
"538414","林访","8",,"l"
"538415","吴驯","11",,"w"
"538417","梁梓","11",,"l"
"538418","席瑶林","12",,"x"
"538419","陈瓒","11",,"c"
"538420","释辩","8",,"s"
"538421","马涧","12",,"m"
"538422","綦崇礼","8",,"q"
"538423","李承烈","12",,"l"
"538424","胡元龟","6",,"h"
"538425","王士龙","11",,"w"
"538426","江文安","12",,"j"
"538427","蔡必胜","8",,"c"
"538428","峻德","12",,"j"
"538429","陈棨","8",,"c"
"538430","齐光乂","6",,"q"
"538431","瞿智","10",,"j"
"538432","萧蕃","11",,"x"
"538433","黄仲通","8",,"h"
"538434","王申礼","5",,"w"
"538435","孙玉庭","12",,"s"
"538436","博卿额","12",,"b"
"538437","辅国将军","6",,"f"
"538438","陈九流","6",,"c"
"538440","权龙襄","6",,"q"
"538441","王与能","8",,"w"
"538442","查奕照","12",,"c"
"538443","李彦和","6",,"l"
"538444","谢钥","8",,"x"
"538445","胡翼运","11",,"h"
"538446","谢驿","8",,"x"
"538447","何永锡","8",,"h"
"538448","董行之","8",,"d"
"538449","黄敏求","8",,"h"
"538450","陈芾","8",,"c"
"538451","王伊","12",,"w"
"538452","孙锡蕃","12",,"s"
"538453","彭廷选","12",,"p"
"538454","刘威","6",,"l"
"538455","鲍汀","12",,"b"
"538456","胡升","8",,"h"
"538457","张光朝","6",,"z"
"538458","范薇","12",,"f"
"538459","徐恪","12",,"x"
"538460","梁亭表","11",,"l"
"538461","王午","8",,"w"
"538462","白纯素","11",,"b"
"538463","李蟠","8",,"l"
"538465","张道古","6",,"z"
"538466","能长老","8",,"n"
"538467","李呈辉","12",,"l"
"538468","李綖","8",,"l"
"538469","汪启淑","12",,"w"
"538470","桓麟","2",,"h"
"538471","费洪学","12",,"f"
"538472","李呈祥","12",,"l"
"538473","尼法灯","8",,"n"
"538474","许乃椿","12",,"x"
"538475","徐时作","12",,"x"
"538476","胡炎","8",,"h"
"538477","吴襄","12",,"w"
"538478","陈最","8",,"c"
"538479","蒋廷恩","12",,"j"
"538480","方林","12",,"f"
"538481","汪嫈","12",,"w"
"538482","高定子","8",,"g"
"538483","宋诩","8",,"s"
"538484","傅毅","2",,"f"
"538485","马默","8",,"m"
"538486","苗昌言","8",,"m"
"538487","刘珵","8",,"l"
"538488","杨彝","6",,"y"
"538490","释善暹","8",,"s"
"538491","马光裘","12",,"m"
"538492","顾鸿志","12",,"g"
"538493","傅梦泉","8",,"f"
"538494","萧国梁","8",,"x"
"538495","张祎","6",,"z"
"538496","张瓒","8",,"z"
"538499","李琮","8",,"l"
"538500","裴秀","3",,"p"
"538501","程文","10",,"c"
"538502","莫洞观","8",,"m"
"538503","吴湘","12",,"w"
"538504","刘元徵","12",,"l"
"538505","陆起","8",,"l"
"538506","刘鸣世","11",,"l"
"538507","陈纯","8",,"c"
"538508","毕田","8",,"b"
"538509","安治","12",,"a"
"538510","黄泰亨","10",,"h"
"538511","冯桂芬","12",,"f"
"538512","刘迁","11",,"l"
"538513","樊汉广","8",,"f"
"538514","唐备","6",,"t"
"538515","陈恩","11",,"c"
"538516","秦钧仪","12",,"q"
"538517","秦略","9",,"q"
"538518","李存","11",,"l"
"538520","周庠","6",,"z"
"538522","靳宗","8",,"j"
"538523","刘尧夫","8",,"l"
"538524","关咏","8",,"g"
"538525","胡寿颐","12",,"h"
"538526","胡霙","11",,"h"
"538527","刘塑","12",,"l"
"538528","赖世贞","12",,"l"
"538529","释祖珠","8",,"s"
"538530","吕祐之","8",,"l"
"538531","汪廷珍","12",,"w"
"538532","田太靖","8",,"t"
"538533","罗桂芳","12",,"l"
"538534","陈良",,,"c"
"538535","施国义","12",,"s"
"538536","释子英","8",,"s"
"538537","欧阳子槐","8",,"o"
"538538","单懋谦","12",,"d"
"538539","焦先","3",,"j"
"538540","蔡楠","8",,"c"
"538541","李德扬","12",,"l"
"538542","桑介","11",,"s"
"538543","许载","8",,"x"
"538544","毛贵铭","12",,"m"
"538545","顾铤","12",,"g"
"538546","李柬之","8",,"l"
"538547","王世宁","8",,"w"
"538548","苏滨","8",,"s"
"538550","罗修源","12",,"l"
"538551","陈希文","11",,"c"
"538552","王洞","8",,"w"
"538553","吴充","8",,"w"
"538554","彭止","8",,"p"
"538555","吴文忠","8",,"w"
"538556","史申之","8",,"s"
"538557","庞昌","8",,"p"
"538558","方燕昭","12",,"f"
"538559","曹秉哲","12",,"c"
"538560","谢雨","8",,"x"
"538561","方维","8",,"f"
"538562","汤乂","8",,"t"
"538563","许式","8",,"x"
"538564","常秩","8",,"c"
"538565","岐元","12",,"q"
"538566","蒋璿","8",,"j"
"538567","王廷鼎","12",,"w"
"538568","昙域","6",,"t"
"538569","尼法海","8",,"n"
"538570","史卫卿","8",,"s"
"538571","刘拯","8",,"l"
"538572","李莲","12",,"l"
"538573","区怀嘉","11",,"q"
"538574","丁棠发","12",,"d"
"538575","李漱芳","12",,"l"
"538576","释岩","8",,"s"
"538577","陈其扬","12",,"c"
"538578","李源道","10",,"l"
"538579","黄立世","12",,"h"
"538580","清远居士","8",,"q"
"538581","林温","11",,"l"
"538582","陈光","6",,"c"
"538583","管向","8",,"g"
"538584","高述明","12",,"g"
"538585","滕白","8",,"t"
"538587","苏舜元","8",,"s"
"538588","孙奇逢","11",,"s"
"538589","王端朝","8",,"w"
"538590","苏钦",,,"s"
"538591","邵君美","8",,"s"
"538592","冯浩","8",,"f"
"538594","王易从","6",,"w"
"538595","颜师古","6",,"y"
"538596","吴人逸","12",,"w"
"538597","李昭庆","12",,"l"
"538598","许相","11",,"x"
"538599","江璧","12",,"j"
"538600","华叔阳","11",,"h"
"538601","王亚夫","8",,"w"
"538602","季广琛","6",,"j"
"538603","谢元淮","12",,"x"
"538604","徐善建","12",,"x"
"538605","傅敏功","11",,"f"
"538606","呆翁和尚","12",,"d"
"538607","顾蕙","12",,"g"
"538608","吴锡麟","12",,"w"
"538609","徐师仁","8",,"x"
"538610","释高","8",,"s"
"538611","萧注","8",,"x"
"538612","魏克循","12",,"w"
"538613","李嘉绩","12",,"l"
"538614","李若璞","8",,"l"
"538615","李炜","11",,"l"
"538616","钱良右","10",,"q"
"538617","韩瑛","12",,"h"
"538618","高拱","11",,"g"
"538619","戴蒙","8",,"d"
"538620","夏诒霖","12",,"x"
"538621","蔡凝","4",,"c"
"538622","姜邦佐","8",,"j"
"538623","贡宗舒","8",,"g"
"538624","储雄文","12",,"c"
"538625","何德新","12",,"h"
"538626","强珇","11",,"q"
"538627","闻人滋","8",,"w"
"538628","孙瑶英","12",,"s"
"538629","徐文泂","12",,"x"
"538630","许宏","6",,"x"
"538632","李文秀","12",,"l"
"538633","孙勋","11",,"s"
"538634","金侃","12",,"j"
"538635","樊起龙","11",,"f"
"538636","华坡","12",,"h"
"538637","李亨伯","8",,"l"
"538638","孙诒燕","12",,"s"
"538639","王增年","12",,"w"
"538640","屠隆","11",,"t"
"538641","释顿悟","8",,"s"
"538642","承培元","12",,"c"
"538643","郑损","6",,"z"
"538644","简温其","12",,"j"
"538645","林尧英","12",,"l"
"538646","蒋玉立","12",,"j"
"538647","李湜","8",,"l"
"538648","江人镜","12",,"j"
"538649","留硕","8",,"l"
"538650","高梅阁","12",,"g"
"538651","许醇","8",,"x"
"538652","许乃济","12",,"x"
"538653","何仲宣","6",,"h"
"538654","薛魁祥","8",,"x"
"538655","林纲","11",,"l"
"538656","汪漱芳","12",,"w"
"538657","崔子向","6",,"c"
"538658","刘皋","6",,"l"
"538659","明印","12",,"m"
"538660","林璠","6",,"l"
"538661","伍士廉","11",,"w"
"538662","舒杲","8",,"s"
"538663","处洪","12",,"c"
"538664","葛公绰","8",,"g"
"538665","王士敏","8",,"w"
"538666","施教","11",,"s"
"538667","彭瑞毓","12",,"p"
"538668","陆凤池","12",,"l"
"538669","炳同","10",,"b"
"538670","汪仲阳","6",,"w"
"538671","朱凯","10",,"z"
"538673","刘绍宽","12",,"l"
"538674","何经愉","12",,"h"
"538675","韩启运","11",,"h"
"538676","皇甫曾","6",,"h"
"538677","徐世阶","13",,"x"
"538678","鲍廷博","12",,"b"
"538679","黄兆成","11",,"h"
"538680","毛先舒","11",,"m"
"538681","杨凌","6",,"y"
"538682","李相","11",,"l"
"538683","傅以渐","12",,"f"
"538684","平恕","12",,"p"
"538685","孙旦","8",,"s"
"538686","高言","8",,"g"
"538687","黄世长","8",,"h"
"538688","王定祥","12",,"w"
"538689","汪俊","12",,"w"
"538690","康弘勋","12",,"k"
"538691","徐仁友","6",,"x"
"538692","潘鼎圭","12",,"p"
"538693","李天根","12",,"l"
"538694","佟凤彩","12",,"t"
"538695","陈洙","8",,"c"
"538696","戴佩荃","12",,"d"
"538697","王者政","12",,"w"
"538698","崔起之","8",,"c"
"538699","陈深","8",,"c"
"538700","朱可名","6",,"z"
"538701","释建","8",,"s"
"538702","吴桂森","11",,"w"
"538703","李适之","6",,"l"
"538704","冯君辉","13",,"f"
"538705","钱湄","12",,"q"
"538706","闻诗","12",,"w"
"538708","熊赐履","12",,"x"
"538709","陆傅","8",,"l"
"538710","王照圆","12",,"w"
"538711","吴育","8",,"w"
"538712","贺洁","12",,"h"
"538713","陈鳣","12",,"c"
"538714","吕氏","8",,"l"
"538715","任逢","8",,"r"
"538717","骆仲舒","8",,"l"
"538720","吴名扬","8",,"w"
"538721","丁必捷","12",,"d"
"538722","杨牢","6",,"y"
"538723","李黄中","12",,"l"
"538724","王粹","11",,"w"
"538726","华文钦","11",,"h"
"538727","吴礼之","8",,"w"
"538728","方廷实","8",,"f"
"538729","佘志贞","11",,"s"
"538730","吴宣培","12",,"w"
"538731","陈文驷","12",,"c"
"538732","潘孟齐","12",,"p"
"538733","黄载","8",,"h"
"538734","蔡志学","8",,"c"
"538735","本照","12",,"b"
"538736","黎存爵","11",,"l"
"538737","吴銮","12",,"w"
"538738","骆绮兰","12",,"l"
"538739","万士和","11",,"w"
"538740","秦柄","11",,"q"
"538741","刁文叔","8",,"d"
"538742","魏庭坚","8",,"w"
"538743","王得益","8",,"w"
"538744","王鈇","8",,"w"
"538745","范泰","4",,"f"
"538746","王镕","6",,"w"
"538747","李景遂","6",,"l"
"538748","石沆","11",,"s"
"538749","石抱忠","6",,"s"
"538750","施元长","8",,"s"
"538751","曹鋡","12",,"c"
"538752","徐垣","12",,"x"
"538753","孙艾","11",,"s"
"538754","吴履谦","11",,"w"
"538755","陈德和","10",,"c"
"538756","吴说","8",,"w"
"538757","安昌期","8",,"a"
"538758","卞育","8",,"b"
"538759","丁之贤","12",,"d"
"538760","释真净","8",,"s"
"538761","陈更新","16",,"c"
"538762","释净昙","8",,"s"
"538763","鲁能","11",,"l"
"538764","释本才","8",,"s"
"538765","上官藻","8",,"s"
"538766","陈良弼","11",,"c"
"538767","连希元","8",,"l"
"538768","林槩","8",,"l"
"538769","姜大庸","12",,"j"
"538770","屠性","10",,"t"
"538771","仓兆彬","12",,"c"
"538772","李腾","11",,"l"
"538773","黄中庸","8",,"h"
"538774","李滨","11",,"l"
"538775","陈道","11",,"c"
"538777","陈瓘","8",,"c"
"538778","吕大有","8",,"l"
"538779","刘鳜","12",,"l"
"538780","谭元春","11",,"t"
"538781","胡恢","8",,"h"
"538782","李璮","8",,"l"
"538783","苏芸","6",,"s"
"538784","苏替","6",,"s"
"538785","魏勷","12",,"w"
"538786","苏绾","6",,"s"
"538787","廖光","13",,"l"
"538788","司马龙藻","12",,"s"
"538789","曹龙树","12",,"c"
"538791","唐光","11",,"t"
"538792","蒋晱","12",,"j"
"538793","刘格","11",,"l"
"538794","钱佳","12",,"q"
"538795","孙永祚","12",,"s"
"538796","戴敷","8",,"d"
"538797","方维则","12",,"f"
"538798","庞一夔","11",,"p"
"538799","王叔英","11",,"w"
"538800","宋华","6",,"s"
"538801","陈桷","8",,"c"
"538802","陆懿和","12",,"l"
"538803","房元阳","6",,"f"
"538804","虚中","6",,"x"
"538805","李佸","11",,"l"
"538806","鄂貌图","12",,"e"
"538807","张渐","6",,"z"
"538808","胡榘","8",,"h"
"538809","际醒","12",,"j"
"538810","桑世昌","8",,"s"
"538811","范立","11",,"f"
"538812","汪氏","8",,"w"
"538813","李泽民","8",,"l"
"538814","刘轲","6",,"l"
"538815","查林","12",,"c"
"538816","王锴","6",,"w"
"538817","谢无竞","8",,"x"
"538819","魏大振","12",,"w"
"538820","候麟勋","12",,"h"
"538821","傅伯寿","8",,"f"
"538822","杜瑛","10",,"d"
"538823","徐佑弦","11",,"x"
"538825","汪元亨","10",,"w"
"538826","王至淳","12",,"w"
"538827","蒋瑎","8",,"j"
"538828","李祐孙","8",,"l"
"538829","刘文炜","12",,"l"
"538830","董元度","12",,"d"
"538831","龚易图","12",,"g"
"538832","沈朝初","12",,"s"
"538833","梁梦阳","11",,"l"
"538834","何恭","8",,"h"
"538835","开先长老","8",,"k"
"538836","常达","6",,"c"
"538837","葛道人","8",,"g"
"538839","蔡丽华","13",,"c"
"538840","王撝","8",,"w"
"538841","王揆","6",,"w"
"538843","释心道","8",,"s"
"538844","李慧之","8",,"l"
"538845","刘中柱","12",,"l"
"538846","王之棠","12",,"w"
"538847","高衡","8",,"g"
"538848","李国梁","12",,"l"
"538849","曹景","12",,"c"
"538850","汪徵远","12",,"w"
"538851","金鸿佺","12",,"j"
"538852","史悠咸","12",,"s"
"538853","揆叙","12",,"k"
"538854","陈其学","11",,"c"
"538855","江闿","12",,"j"
"538856","梅以燕","12",,"m"
"538857","孙雄飞","8",,"s"
"538858","傅玉书","12",,"f"
"538859","李淑照","12",,"l"
"538860","释通慧","8",,"s"
"538861","萧膺","6",,"x"
"538863","汪仲媛","12",,"w"
"538864","刘王则","11",,"l"
"538865","陈丕","8",,"c"
"538867","谢元光","11",,"x"
"538868","宋匡业","12",,"s"
"538869","刘文炳","12",,"l"
"538870","陈二叔","8",,"c"
"538871","罗润璋","12",,"l"
"538872","孔贞瑄","12",,"k"
"538873","彻凡","12",,"c"
"538874","黄子善","8",,"h"
"538875","陈迪祥","11",,"c"
"538878","谭正国","11",,"t"
"538879","龚贤","12",,"g"
"538880","王纶","8",,"w"
"538881","吴得彰","12",,"w"
"538882","胡云琇","12",,"h"
"538883","任锡汾","12",,"r"
"538884","高质斋","8",,"g"
"538885","邝鸿","11",,"k"
"538886","宋乐","12",,"s"
"538887","李逢吉","6",,"l"
"538888","曹泳","8",,"c"
"538889","董威","12",,"d"
"538890","方炯","11",,"f"
"538891","秦仁","12",,"q"
"538892","释古奘","11",,"s"
"538893","汪极","6",,"w"
"538894","王祈","8",,"w"
"538895","汤胤勣","11",,"t"
"538896","冯宣","11",,"f"
"538897","郭光宇","11",,"g"
"538898","王大谟","11",,"w"
"538899","刘肃","10",,"l"
"538901","冯培","12",,"f"
"538902","许子绍","8",,"x"
"538903","许湜","12",,"x"
"538904","项茧章","12",,"x"
"538905","涂天相","12",,"t"
"538906","黄应龙","8",,"h"
"538908","孔继涵","12",,"k"
"538909","黄敏","10",,"h"
"538910","徐敞","6",,"x"
"538911","陈蔚昌","12",,"c"
"538912","陈景沂","8",,"c"
"538913","王延陵","11",,"w"
"538914","傅烈","8",,"f"
"538915","郭士达","12",,"g"
"538916","王蓝玉","12",,"w"
"538917","崔仲方","5",,"c"
"538918","彭德盛","11",,"p"
"538919","李因","11",,"l"
"538920","林淑温","11",,"l"
"538921","汪全泰","12",,"w"
"538922","长孙氏","6",,"z"
"538923","王有大","8",,"w"
"538924","沈桂芬","12",,"s"
"538925","王旦","8",,"w"
"538926","韦振","6",,"w"
"538927","释居昱","8",,"s"
"538928","子兰","6",,"z"
"538929","吴启","12",,"w"
"538930","龚日章","8",,"g"
"538931","选人","6",,"x"
"538932","王莘","8",,"w"
"538934","栖一","6",,"q"
"538935","孙钦臣","8",,"s"
"538936","蔡逸","8",,"c"
"538937","韦居安","8",,"w"
"538938","彭正建","8",,"p"
"538939","汪忱","8",,"w"
"538940","孙子多","6",,"s"
"538941","崔公佐客","6",,"c"
"538942","邵松年","12",,"s"
"538943","符子珪","6",,"f"
"538944","卢震","12",,"l"
"538945","高应奎","11",,"g"
"538946","王天性","11",,"w"
"538947","毕景桓","12",,"b"
"538949","马知节","8",,"m"
"538952","孔丽贞","12",,"k"
"538953","隆禅师","8",,"l"
"538954","洪延","8",,"h"
"538955","潘矩","8",,"p"
"538956","钱镠","6",,"q"
"538957","段怀然","6",,"d"
"538958","秋学礼","12",,"q"
"538959","黄守谊","11",,"h"
"538960","王庭扬","8",,"w"
"538961","庾抱","6",,"y"
"538963","屈翀霄","11",,"q"
"538964","王世锦","12",,"w"
"538965","徐梦发","8",,"x"
"538966","李遇","8",,"l"
"538967","陈次升","8",,"c"
"538968","宫天挺","10",,"g"
"538969","陈执中","8",,"c"
"538970","柳道伦","6",,"l"
"538971","黎崱","10",,"l"
"538972","王桢","12",,"w"
"538973","无闷","6",,"w"
"538974","安绍杰","12",,"a"
"538975","焦复亨","12",,"j"
"538976","陈钺","12",,"c"
"538977","卢察","8",,"l"
"538978","李缟","6",,"l"
"538979","韦执中","6",,"w"
"538980","陈显","11",,"c"
"538981","吴廷华","12",,"w"
"538982","邓桢","11",,"d"
"538983","梁机","12",,"l"
"538984","陈如纶","11",,"c"
"538985","廖希颜","11",,"l"
"538986","刘边","8",,"l"
"538987","苏宷","8",,"s"
"538988","姜星源","12",,"j"
"538989","李行言","6",,"l"
"538990","黄幼藻","11",,"h"
"538991","萧之敏","8",,"x"
"538992","崔幢","6",,"c"
"538993","洪兴祖","8",,"h"
"538994","王式通","12",,"w"
"538995","陈绍年","8",,"c"
"538996","高希贤","12",,"g"
"538997","苏邦","8",,"s"
"538998","太虚",,,"t"
"538999","乐咸","8",,"l"
"539000","姚涣","8",,"y"
"539001","温裕","11",,"w"
"539002","高得心","8",,"g"
"539003","罗晋侯","11",,"l"
"539004","张窈窕","6",,"z"
"539005","宋天则","8",,"s"
"539006","黄幡绰","6",,"h"
"539007","何行","8",,"h"
"539008","王虎臣","10",,"w"
"539009","薛葆煌","13",,"x"
"539010","王都中","10",,"w"
"539011","李焕章","12",,"l"
"539012","路坦","8",,"l"
"539013","徐逸","8",,"x"
"539014","李健","8",,"l"
"539015","卢蹈","8",,"l"
"539016","吴李芳","12",,"w"
"539017","王甚夷","6",,"w"
"539018","黄鸿","11",,"h"
"539019","蹇材望","8",,"j"
"539021","魏学礼","11",,"w"
"539022","郑常","6",,"z"
"539023","纪少瑜","4",,"j"
"539024","曹髦","3",,"c"
"539028","释景晕","8",,"s"
"539029","释今音","11",,"s"
"539030","张署","6",,"z"
"539031","林东","8",,"l"
"539032","蜀翁","8",,"s"
"539033","范祥","8",,"f"
"539034","韩舜卿","8",,"h"
"539035","臞翁","8",,"q"
"539036","悟开","12",,"w"
"539037","沈祥龙","12",,"s"
"539038","冯拯","8",,"f"
"539039","程善之","13",,"c"
"539040","徐睿周","12",,"x"
"539041","刘清之","8",,"l"
"539042","聂节亨","12",,"n"
"539043","王仁堪","12",,"w"
"539044","宁楷","12",,"n"
"539045","守亿","8",,"s"
"539046","李戣","11",,"l"
"539047","聂有","8",,"n"
"539048","陆扆","6",,"l"
"539049","乔湜","12",,"q"
"539050","鲍台","12",,"b"
"539051","马思赞","12",,"m"
"539052","吴海","10",,"w"
"539053","季步騧","12",,"j"
"539054","陆景初","6",,"l"
"539055","王尚辰","12",,"w"
"539056","陈庭学","12",,"c"
"539057","史文昌","8",,"s"
"539058","黎璿","11",,"l"
"539059","辛凤翥","12",,"x"
"539060","钱嵩期","12",,"q"
"539061","陈韶","11",,"c"
"539062","林寿图","12",,"l"
"539063","苏蕙","4",,"s"
"539065","任大椿","12",,"r"
"539066","沈懋华","12",,"s"
"539067","康骈","6",,"k"
"539068","李訦","8",,"l"
"539069","梅国淳","8",,"m"
"539070","魏尔青","12",,"w"
"539071","孔翁归","4",,"k"
"539072","计东","12",,"j"
"539074","贾宗","6",,"j"
"539075","潘及甫","8",,"p"
"539076","郑丹","6",,"z"
"539077","刘伶","3",,"l"
"539078","王余佑","12",,"w"
"539079","韩绛","8",,"h"
"539081","丁清度","12",,"d"
"539082","释如庵主","8",,"s"
"539083","胡定","8",,"h"
"539084","徐淮","11",,"x"
"539085","卢典","12",,"l"
"539086","黄炳垕","12",,"h"
"539087","蔡启僔","12",,"c"
"539088","王均元","12",,"w"
"539089","刘应子","8",,"l"
"539090","超睿","12",,"c"
"539091","韩延之","4",,"h"
"539092","叔孙玄观","6",,"s"
"539093","孔延之","8",,"k"
"539094","孙清元","12",,"s"
"539095","柳学鹏","12",,"l"
"539096","郑颋","6",,"z"
"539097","史弥大","8",,"s"
"539098","任询","9",,"r"
"539099","杜淹","6",,"d"
"539100","翁志琦","12",,"w"
"539101","柳说","8",,"l"
"539102","徐德音","12",,"x"
"539103","陈希亮","8",,"c"
"539104","丘静山","8",,"q"
"539105","邓球","11",,"d"
"539106","景元启","10",,"j"
"539107","沈伯达","8",,"s"
"539108","高傪","6",,"g"
"539109","裴虔余","6",,"p"
"539110","李一清","11",,"l"
"539111","马鼎梅","12",,"m"
